Year,Week,Away,Home,Temp,Weather,Wind
2014,10,Cowboys,Jaguars,39/53,Chance Showers,
2014,10,Titans,Ravens,57,Sunny,0m N
2014,10,Broncos,Raiders,69,A Few Clouds,7m WNW
2014,10,Rams,Cardinals,70,DOME,6m E
2014,10,Giants,Seahawks,56,Lt Rain,0m N
2014,10,Bears,Packers,32,Fair,6m NNW
2014,10,Panthers,Eagles,49,Fair,0m N
2014,9,Saints,Panthers,53,Fair,3m NNE
2014,9,Jaguars,Bengals,46,Fair,4m SSE
2014,9,Buccaneers,Browns,0,Mostly Cloudy,10m W
2014,9,Cardinals,Cowboys,64,Clear,0m N
2014,9,Jets,Chiefs,64,Fair and Breezy,20m S
2014,9,Chargers,Dolphins,69,Fair,5m N
2014,9,Redskins,Vikings,54,Partly Cloudy,12m SSE
2014,9,Eagles,Texans,71,Mostly Cloudy,8m SSE
2014,9,Rams,49ers,64,A Few Clouds,10m NW
2014,9,Broncos,Patriots,41,Fair and Breezy,18m NW
2014,9,Raiders,Seahawks,56,Lt Rain,7m SSE
2014,9,Ravens,Steelers,37,Fair,5m WNW
2014,9,Colts,Giants,53,Overcast,8m SW
2014,8,Chargers,Broncos,61,Partly Cloudy,3m SW
2014,8,Lions,Falcons,58,Cloudy,
2014,8,Ravens,Bengals,67,Fair,5m WSW
2014,8,Texans,Titans,79,Fair,5m E
2014,8,Rams,Chiefs,85,Fair,13m S
2014,8,Bears,Patriots,57,Mostly Cloudy,14m WNW
2014,8,Bills,Jets,61,Overcast and Breezy,19m NW
2014,8,Vikings,Buccaneers,78,Fair,7m WSW
2014,8,Seahawks,Panthers,81,Fair,11m W
2014,8,Dolphins,Jaguars,81,Fair,0m N
2014,8,Eagles,Cardinals,70,DOME,6m WSW
2014,8,Raiders,Browns,54,Fair,9m W
2014,8,Colts,Steelers,56,Fair,7m W
2014,8,Packers,Saints,70,DOME,6m S
2014,8,Redskins,Cowboys,76,Fair,9m SSE
2014,7,Jets,Patriots,63,Overcast,5m S
2014,7,Vikings,Bills,45,Mostly Cloudy,8m WSW
2014,7,Dolphins,Bears,55,Mostly Cloudy,12m SW
2014,7,Saints,Lions,70,DOME,9m WSW
2014,7,Panthers,Packers,53,A Few Clouds,11m SSW
2014,7,Bengals,Colts,70,DOME,9m SW
2014,7,Seahawks,Rams,70,DOME,4m N
2014,7,Titans,Redskins,57,Fair,16m W
2014,7,Browns,Jaguars,74,Mostly Cloudy,10m NE
2014,7,Falcons,Ravens,57,Mostly Clear,0m N
2014,7,Chiefs,Chargers,71,NA,6m WNW
2014,7,Giants,Cowboys,75,Clear,0m N
2014,7,Cardinals,Raiders,70,A Few Clouds,14m W
2014,7,49ers,Broncos,63,A Few Clouds,0m N
2014,7,Texans,Steelers,51, Light Rain,8m SSW
2014,6,Colts,Texans,77,Partly Cloudy,3m SE
2014,6,Patriots,Bills,59,A Few Clouds,3m N
2014,6,Panthers,Bengals,62,Overcast,6m S
2014,6,Steelers,Browns,64,Fair,7m E
2014,6,Jaguars,Titans,74,Mostly Cloudy,7m SSW
2014,6,Packers,Dolphins,88,Mostly Cloudy,12m E
2014,6,Lions,Vikings,61,Partly Cloudy and Breezy,20m SSE
2014,6,Broncos,Jets,64,Fair,3m NW
2014,6,Ravens,Buccaneers,87,Mostly Cloudy,4m ESE
2014,6,Chargers,Raiders,86,A Few Clouds,7m NW
2014,6,Bears,Falcons,70,DOME,7m NE
2014,6,Redskins,Cardinals,70,DOME,14m S
2014,6,Cowboys,Seahawks,66,Overcast,5m SSW
2014,6,Giants,Eagles,57,Mostly Cloudy,5m SSE
2014,6,49ers,Rams,70,DOME,11m S
2014,5,Vikings,Packers,63, Fog/Mist,7m SSE
2014,5,Texans,Cowboys,81,Clear,0m N
2014,5,Bills,Lions,70,DOME,11m SW
2014,5,Browns,Titans,71,Mostly Cloudy,13m S
2014,5,Ravens,Colts,70,DOME,19m SSW
2014,5,Buccaneers,Saints,70,DOME,5m ESE
2014,5,Falcons,Giants,61,Fair,6m WNW
2014,5,Rams,Eagles,60,Partly Cloudy,6m W
2014,5,Bears,Panthers,63,A Few Clouds,7m S
2014,5,Steelers,Jaguars,73,Fair,4m NNE
2014,5,Cardinals,Broncos,72,Partly Cloudy,8m ENE
2014,5,Jets,Chargers,83,NA,6m WSW
2014,5,Chiefs,49ers,88,A Few Clouds,6m WNW
2014,5,Bengals,Patriots,35, Fog,0m N
2014,5,Seahawks,Redskins,63,Partly Cloudy,11m S
2014,4,Giants,Redskins,63,Overcast,7m NNE
2014,4,Packers,Bears,78,Mostly Cloudy,6m E
2014,4,Titans,Colts,70,DOME,0m N
2014,4,Dolphins,Raiders,68,Partly Cloudy,
2014,4,Lions,Jets,85,Fair,6m S
2014,4,Buccaneers,Steelers,73,Fair,6m SSW
2014,4,Panthers,Ravens,79,Partly Cloudy,0m N
2014,4,Bills,Texans,86,Mostly Cloudy,4m ESE
2014,4,Jaguars,Chargers,72,NA,7m W
2014,4,Falcons,Vikings,80,Partly Cloudy,8m SSW
2014,4,Eagles,49ers,75,Mostly Cloudy,7m WNW
2014,4,Saints,Cowboys,79,Fair,3m ENE
2014,4,Patriots,Chiefs,72,Fair,3m E
2014,3,Buccaneers,Falcons,70,DOME,3m ESE
2014,3,Chargers,Bills,72,Partly Cloudy,16m SW
2014,3,Titans,Bengals,79,Fair,14m W
2014,3,Ravens,Browns,69,Partly Cloudy and Breezy,19m W
2014,3,Packers,Lions,70,DOME,6m WNW
2014,3,Cowboys,Rams,70,DOME,15m WNW
2014,3,Raiders,Patriots,78,A Few Clouds,7m SSE
2014,3,Vikings,Saints,70,DOME,11m NNE
2014,3,Texans,Giants,76, Fog/Mist,0m N
2014,3,Redskins,Eagles,76,Mostly Cloudy,4m ESE
2014,3,Colts,Jaguars,85,Fair,5m E
2014,3,49ers,Cardinals,70,DOME,3m NNW
2014,3,Chiefs,Dolphins,84,Fair,8m SSE
2014,3,Broncos,Seahawks,83,Fair,6m N
2014,3,Steelers,Panthers,74,Overcast,3m WSW
2014,3,Bears,Jets,56,Fair,4m NNW
2014,2,Steelers,Ravens,80,Mostly Cloudy,0m N
2014,2,Dolphins,Bills,61,Mostly Cloudy,4m W
2014,2,Falcons,Bengals,68,A Few Clouds,4m N
2014,2,Saints,Browns,62,Mostly Cloudy,5m NW
2014,2,Cowboys,Titans,77,Mostly Cloudy,6m NNE
2014,2,Patriots,Vikings,65,Mostly Cloudy,11m W
2014,2,Cardinals,Giants,71,Fair,5m N
2014,2,Jaguars,Redskins,67,Fair,4m W
2014,2,Lions,Panthers,68,Overcast,7m N
2014,2,Seahawks,Chargers,85,Sunny,6m SW
2014,2,Rams,Buccaneers,78,Mostly Cloudy,0m N
2014,2,Chiefs,Broncos,82,  Showers in Vicinity,14m WNW
2014,2,Jets,Packers,63,Fair,11m SSW
2014,2,Texans,Raiders,73,A Few Clouds,10m WNW
2014,2,Bears,49ers,73,A Few Clouds,9m WNW
2014,2,Eagles,Colts,70,DOME,6m N
2014,1,Packers,Seahawks,70,Fair,5m NW
2014,1,Saints,Falcons,70,DOME,6m W
2014,1,Bills,Bears,77,Partly Cloudy,7m ESE
2014,1,Titans,Chiefs,77,Fair,5m E
2014,1,Vikings,Rams,70,DOME,6m ESE
2014,1,Patriots,Dolphins,89,Fair,13m SE
2014,1,Raiders,Jets,80,Partly Cloudy,3m N
2014,1,Jaguars,Eagles,80,Partly Cloudy,6m N
2014,1,Browns,Steelers,72,A Few Clouds,6m N
2014,1,Bengals,Ravens,78,Mostly Cloudy,0m N
2014,1,Redskins,Texans,82, Thunderstorm,12m SSE
2014,1,Panthers,Buccaneers,79,Overcast,7m SE
2014,1,49ers,Cowboys,84,Partly Cloudy,0m N
2014,1,Colts,Broncos,70,Partly Cloudy,6m SSW
2014,1,Giants,Lions,70,DOME,3m E
2014,1,Chargers,Cardinals,70,DOME,4m ENE
